"Mortality rate, infant (per 1,000 live births)"
"52","Romania","24.5","..","22.2","..","18.4","..","15.1","..","9.7","..","9.3","..","8.9","..","8.5","..","8.1","..","7.8","..","7.7",".."
"49","Russian Federation","18.4","..","18.7","..","16.6","..","12.0","..","8.6","..","8.1","..","7.7","..","7.4","..","7.1","..","6.8","..","6.6",".."
"158","Rwanda","92.6","..","123.0","..","115.6","..","71.9","..","43.9","..","39.7","..","36.7","..","34.2","..","32.2","..","30.4","..","29.2",".."
"72","Saint Kitts and Nevis","26.0","..","23.3","..","18.2","..","13.2","..","9.8","..","9.4","..","8.9","..","8.6","..","8.2","..","8.0","..","7.6",".."
"90","Saint Lucia","17.6","..","16.7","..","15.2","..","14.6","..","13.5","..","13.2","..","12.9","..","12.7","..","12.4","..","12.1","..","11.8",".."
"99","Saint Vincent and the Grenadines","20.2","..","19.0","..","19.5","..","19.7","..","18.7","..","18.2","..","17.5","..","16.9","..","16.3","..","15.7","..","15.2",".."
"104","Samoa","25.8","..","21.9","..","18.7","..","16.7","..","16.2","..","16.1","..","16.0","..","15.8","..","15.5","..","15.2","..","14.8",".."
"n.a","San Marino","9.7","..","6.9","..","4.9","..","3.7","..","3.1","..","2.9","..","2.8","..","2.7","..","2.6","..","2.6","..","2.5",".."
"143","Sao Tome and Principe","67.2","..","65.3","..","55.0","..","42.7","..","33.4","..","31.9","..","30.6","..","29.3","..","28.1","..","27.1","..","26.2",".."
"39","Saudi Arabia","35.8","..","24.9","..","18.8","..","15.6","..","13.5","..","13.1","..","12.7","..","12.3","..","11.9","..","11.4","..","11.1",".."
"164","Senegal","71.8","..","72.4","..","69.5","..","54.8","..","42.9","..","41.0","..","39.3","..","37.7","..","36.2","..","34.8","..","33.6",".."
"67","Serbia","24.3","..","17.1","..","11.0","..","7.7","..","6.6","..","6.4","..","6.2","..","6.0","..","5.8","..","5.4","..","5.1",".."
"62","Seychelles","14.4","..","12.4","..","11.9","..","12.1","..","12.4","..","12.5","..","12.5","..","12.6","..","12.6","..","12.5","..","12.3",".."
"184","Sierra Leone","155.5","..","152.3","..","142.4","..","128.0","..","106.7","..","101.9","..","97.3","..","93.1","..","89.4","..","86.2","..","83.3",".."
"9","Singapore","6.2","..","3.9","..","3.0","..","2.3","..","2.2","..","2.2","..","2.2","..","2.1","..","2.1","..","2.1","..","2.2",".."
"38","Slovakia","12.6","..","10.2","..","8.2","..","6.8","..","5.8","..","5.6","..","5.5","..","5.3","..","5.2","..","5.0","..","4.9",".."
"25","Slovenia","8.8","..","6.3","..","4.6","..","3.4","..","2.6","..","2.4","..","2.3","..","2.2","..","2.0","..","1.9","..","1.8",".."
"152","Solomon Islands","31.1","..","27.5","..","24.9","..","24.1","..","23.6","..","23.4","..","23.1","..","22.9","..","22.6","..","22.2","..","21.8",".."
"n.a","Somalia","108.7","..","105.3","..","105.3","..","105.3","..","97.2","..","94.6","..","92.1","..","89.6","..","87.2","..","85.0","..","82.6",".."
"113","South Africa","44.6","..","43.6","..","46.3","..","48.9","..","37.3","..","37.1","..","37.2","..","36.4","..","35.6","..","35.5","..","34.2",".."
"187","South Sudan","151.7","..","133.7","..","110.7","..","87.7","..","71.5","..","69.2","..","66.9","..","64.8","..","62.7","..","61.0","..","59.2",".."
"26","Spain","7.4","..","5.5","..","4.3","..","3.8","..","3.1","..","3.0","..","3.0","..","2.9","..","2.8","..","2.8","..","2.7",".."
"76","Sri Lanka","17.9","..","17.3","..","14.1","..","12.3","..","9.7","..","9.3","..","9.1","..","8.8","..","8.5","..","8.3","..","8.0",".."
"167","Sudan","82.0","..","75.6","..","67.1","..","58.1","..","51.3","..","50.2","..","49.1","..","48.0","..","46.9","..","45.9","..","44.8",".."
"100","Suriname","39.8","..","34.5","..","29.4","..","25.0","..","21.4","..","20.8","..","20.2","..","19.5","..","19.0","..","18.4","..","17.8",".."
"7","Sweden","5.9","..","4.0","..","3.4","..","3.0","..","2.5","..","2.5","..","2.5","..","2.4","..","2.4","..","2.4","..","2.4",".."
"2","Switzerland","6.7","..","5.2","..","4.7","..","4.3","..","3.9","..","3.9","..","3.8","..","3.8","..","3.7","..","3.6","..","3.6",".."
"155","Syrian Arab Republic","30.4","..","24.7","..","20.0","..","16.3","..","14.0","..","14.0","..","14.3","..","14.3","..","14.3","..","14.2","..","14.2",".."
"127","Tajikistan","84.1","..","92.6","..","74.1","..","53.8","..","44.5","..","43.3","..","42.0","..","40.8","..","39.5","..","38.3","..","37.1",".."
"154","Tanzania (United Republic of)","107.7","..","99.4","..","81.1","..","59.5","..","47.6","..","46.2","..","44.8","..","43.7","..","42.6","..","41.5","..","40.3",".."
"83","Thailand","30.9","..","24.4","..","19.6","..","15.6","..","12.8","..","12.4","..","12.0","..","11.6","..","11.2","..","10.8","..","10.5",".."
"80","The former Yugoslav Republic of Macedonia","33.5","..","22.1","..","14.2","..","12.1","..","9.2","..","9.0","..","9.1","..","9.5","..","10.1","..","10.5","..","10.7",".."
"132","Timor-Leste","131.5","..","106.3","..","85.2","..","66.5","..","52.3","..","50.3","..","48.5","..","46.9","..","45.4","..","43.9","..","42.4",".."
"165","Togo","89.4","..","83.4","..","75.3","..","66.7","..","59.0","..","57.5","..","56.2","..","54.8","..","53.4","..","52.1","..","50.7",".."
"98","Tonga","18.6","..","16.1","..","15.0","..","14.2","..","14.9","..","15.1","..","15.1","..","14.9","..","14.7","..","14.4","..","14.1",".."
"69","Trinidad and Tobago","26.4","..","24.8","..","24.3","..","22.6","..","19.9","..","19.4","..","18.8","..","18.2","..","17.7","..","17.0","..","16.5",".."
"95","Tunisia","44.2","..","35.8","..","26.3","..","19.6","..","14.9","..","14.2","..","13.6","..","13.1","..","12.5","..","12.1","..","11.7",".."
"64","Turkey","55.6","..","42.8","..","31.9","..","23.0","..","16.4","..","15.3","..","14.3","..","13.4","..","12.5","..","11.7","..","10.9",".."
"108","Turkmenistan","69.5","..","70.4","..","67.3","..","59.5","..","51.8","..","50.3","..","48.8","..","47.5","..","46.1","..","44.7","..","43.4",".."
"n.a","Tuvalu","44.2","..","40.3","..","34.1","..","29.4","..","25.5","..","24.8","..","24.1","..","23.4","..","22.7","..","22.1","..","21.4",".."
