"Malaria incidence (per 1,000 people at risk)"
"98","Tonga","..","..","..","..","..","..","..","..","..",".."
"69","Trinidad and Tobago","..","..","..","..","..","..","..","..","..",".."
"95","Tunisia","..","..","..","..","..","..","..","..","..",".."
"108","Turkmenistan","..","..","..","..","..","..","..","..","..",".."
"n.a","Tuvalu","..","..","..","..","..","..","..","..","..",".."
"88","Ukraine","..","..","..","..","..","..","..","..","..",".."
"34","United Arab Emirates","..","..","..","..","..","..","..","..","..",".."
"14","United Kingdom","..","..","..","..","..","..","..","..","..",".."
"13","United States","..","..","..","..","..","..","..","..","..",".."
"55","Uruguay","..","..","..","..","..","..","..","..","..",".."
""
"Last updated: January 30, 2019"
