"Tuberculosis incidence (per 100,000 people)"
"39","Brunei Darussalam","106.0","..","51.0","..","70.0","..","67.0","..","70.0","..","60.0","..","55.0","..","58.0","..","66.0",".."
"51","Bulgaria","52.0","..","52.0","..","41.0","..","37.0","..","36.0","..","33.0","..","32.0","..","28.0","..","27.0",".."
"183","Burkina Faso","70.0","..","64.0","..","58.0","..","57.0","..","55.0","..","54.0","..","54.0","..","52.0","..","51.0",".."
"185","Burundi","290.0","..","195.0","..","144.0","..","138.0","..","133.0","..","128.0","..","126.0","..","122.0","..","118.0",".."
"125","Cabo Verde","160.0","..","153.0","..","147.0","..","145.0","..","144.0","..","143.0","..","138.0","..","139.0","..","137.0",".."
"146","Cambodia","575.0","..","511.0","..","436.0","..","423.0","..","411.0","..","400.0","..","390.0","..","368.0","..","345.0",".."
"151","Cameroon","309.0","..","311.0","..","260.0","..","251.0","..","242.0","..","235.0","..","220.0","..","212.0","..","203.0",".."
"12","Canada","6.4","..","5.5","..","4.6","..","4.8","..","5.4","..","5.3","..","5.1","..","5.2","..","5.2",".."
"188","Central African Republic","1070.0","..","687.0","..","431.0","..","402.0","..","378.0","..","359.0","..","375.0","..","391.0","..","407.0",".."
"186","Chad","151.0","..","151.0","..","151.0","..","151.0","..","151.0","..","151.0","..","159.0","..","152.0","..","153.0",".."
"44","Chile","23.0","..","18.0","..","16.0","..","16.0","..","16.0","..","16.0","..","16.0","..","17.0","..","16.0",".."
"86","China","109.0","..","92.0","..","77.0","..","76.0","..","74.0","..","70.0","..","68.0","..","66.0","..","64.0",".."
"90","Colombia","36.0","..","30.0","..","31.0","..","32.0","..","32.0","..","31.0","..","30.0","..","31.0","..","32.0",".."
"165","Comoros","39.0","..","36.0","..","33.0","..","34.0","..","34.0","..","34.0","..","35.0","..","35.0","..","35.0",".."
"137","Congo","356.0","..","426.0","..","386.0","..","383.0","..","382.0","..","382.0","..","381.0","..","379.0","..","378.0",".."
"176","Congo (Democratic Republic of the)","327.0","..","327.0","..","327.0","..","327.0","..","327.0","..","326.0","..","325.0","..","324.0","..","323.0",".."
"63","Costa Rica","19.0","..","16.0","..","14.0","..","14.0","..","13.0","..","11.0","..","12.0","..","11.0","..","9.5",".."
"46","Croatia","42.0","..","28.0","..","18.0","..","17.0","..","14.0","..","14.0","..","13.0","..","13.0","..","12.0",".."
"73","Cuba","12.0","..","7.9","..","8.4","..","8.2","..","7.4","..","7.6","..","7.3","..","7.0","..","6.9",".."
"32","Cyprus","4.0","..","3.8","..","6.3","..","5.2","..","6.4","..","4.1","..","3.9","..","6.2","..","5.6",".."
"27","Czechia","16.0","..","11.0","..","6.8","..","6.2","..","6.1","..","5.1","..","5.1","..","5.5","..","5.0",".."
"170","Côte d'Ivoire","367.0","..","267.0","..","196.0","..","186.0","..","178.0","..","170.0","..","165.0","..","159.0","..","153.0",".."
"11","Denmark","13.0","..","8.4","..","6.9","..","7.4","..","7.0","..","6.7","..","5.9","..","6.5","..","6.1",".."
"172","Djibouti","692.0","..","496.0","..","613.0","..","532.0","..","493.0","..","441.0","..","304.0","..","362.0","..","335.0",".."
"103","Dominica","4.9","..","12.0","..","13.0","..","3.2","..","11.0","..","4.8","..","1.6","..","11.0","..","7.8",".."
"94","Dominican Republic","100.0","..","82.0","..","67.0","..","65.0","..","62.0","..","60.0","..","60.0","..","60.0","..","60.0",".."
"86","Ecuador","99.0","..","70.0","..","59.0","..","59.0","..","59.0","..","56.0","..","54.0","..","52.0","..","50.0",".."
"115","Egypt","26.0","..","21.0","..","18.0","..","17.0","..","17.0","..","16.0","..","15.0","..","15.0","..","14.0",".."
"121","El Salvador","32.0","..","37.0","..","34.0","..","38.0","..","41.0","..","44.0","..","44.0","..","49.0","..","60.0",".."
"141","Equatorial Guinea","96.0","..","106.0","..","129.0","..","136.0","..","144.0","..","153.0","..","162.0","..","172.0","..","181.0",".."
"179","Eritrea","177.0","..","149.0","..","108.0","..","112.0","..","114.0","..","101.0","..","83.0","..","70.0","..","74.0",".."
"30","Estonia","61.0","..","42.0","..","28.0","..","25.0","..","24.0","..","22.0","..","20.0","..","18.0","..","16.0",".."
"144","Eswatini (Kingdom of)","831.0","..","1180.0","..","1260.0","..","1020.0","..","861.0","..","783.0","..","647.0","..","485.0","..","398.0",".."
"173","Ethiopia","421.0","..","341.0","..","268.0","..","253.0","..","239.0","..","224.0","..","207.0","..","192.0","..","177.0",".."
"92","Fiji","22.0","..","20.0","..","27.0","..","31.0","..","30.0","..","36.0","..","53.0","..","51.0","..","59.0",".."
"15","Finland","12.0","..","7.4","..","6.6","..","6.7","..","5.5","..","5.6","..","5.3","..","5.6","..","4.7",".."
"24","France","12.0","..","9.5","..","8.8","..","8.7","..","8.6","..","8.6","..","8.2","..","8.1","..","7.7",".."
"110","Gabon","515.0","..","592.0","..","473.0","..","453.0","..","436.0","..","423.0","..","444.0","..","465.0","..","485.0",".."
"174","Gambia","185.0","..","191.0","..","178.0","..","176.0","..","175.0","..","173.0","..","174.0","..","174.0","..","174.0",".."
"70","Georgia","254.0","..","175.0","..","127.0","..","122.0","..","119.0","..","116.0","..","106.0","..","99.0","..","92.0",".."
"5","Germany","13.0","..","8.0","..","5.8","..","5.8","..","5.7","..","5.9","..","6.1","..","8.0","..","8.1",".."
"140","Ghana","216.0","..","203.0","..","183.0","..","178.0","..","173.0","..","168.0","..","165.0","..","160.0","..","156.0",".."
"31","Greece","7.3","..","7.1","..","4.5","..","4.6","..","5.2","..","5.0","..","4.9","..","4.5","..","4.4",".."
"75","Grenada","0.0","..","1.7","..","4.4","..","2.2","..","1.1","..","0.6","..","0.0","..","5.4","..","6.4",".."
"127","Guatemala","31.0","..","36.0","..","28.0","..","25.0","..","28.0","..","27.0","..","25.0","..","26.0","..","24.0",".."
"175","Guinea","228.0","..","210.0","..","186.0","..","183.0","..","180.0","..","177.0","..","177.0","..","177.0","..","176.0",".."
"177","Guinea-Bissau","305.0","..","361.0","..","372.0","..","376.0","..","382.0","..","387.0","..","369.0","..","373.0","..","374.0",".."
"125","Guyana","70.0","..","106.0","..","119.0","..","118.0","..","124.0","..","112.0","..","89.0","..","93.0","..","93.0",".."
"168","Haiti","270.0","..","272.0","..","229.0","..","220.0","..","213.0","..","206.0","..","200.0","..","194.0","..","188.0",".."
"133","Honduras","123.0","..","57.0","..","44.0","..","48.0","..","44.0","..","43.0","..","40.0","..","41.0","..","40.0",".."
"7","Hong Kong, China (SAR)","104.0","..","95.0","..","81.0","..","77.0","..","78.0","..","76.0","..","76.0","..","71.0","..","69.0",".."
"45","Hungary","35.0","..","21.0","..","18.0","..","15.0","..","14.0","..","12.0","..","9.4","..","10.0","..","8.8",".."
"6","Iceland","5.3","..","3.9","..","7.9","..","2.8","..","3.5","..","3.9","..","2.8","..","2.4","..","2.1",".."
"130","India","289.0","..","279.0","..","247.0","..","241.0","..","234.0","..","228.0","..","223.0","..","217.0","..","211.0",".."
"116","Indonesia","449.0","..","437.0","..","415.0","..","410.0","..","407.0","..","403.0","..","399.0","..","395.0","..","391.0",".."
"60","Iran (Islamic Republic of)","22.0","..","16.0","..","17.0","..","18.0","..","18.0","..","18.0","..","16.0","..","16.0","..","14.0",".."
"120","Iraq","50.0","..","48.0","..","45.0","..","45.0","..","45.0","..","45.0","..","43.0","..","43.0","..","43.0",".."
"4","Ireland","12.0","..","12.0","..","9.6","..","9.6","..","8.4","..","8.7","..","7.3","..","7.2","..","7.1",".."
"22","Israel","10.0","..","6.5","..","5.3","..","6.3","..","7.6","..","4.5","..","5.2","..","4.0","..","3.5",".."
"28","Italy","7.0","..","7.5","..","8.7","..","6.6","..","6.0","..","5.8","..","6.5","..","6.7","..","6.1",".."
"97","Jamaica","6.0","..","4.1","..","5.8","..","4.6","..","4.0","..","4.2","..","3.8","..","4.5","..","4.5",".."
"19","Japan","36.0","..","24.0","..","20.0","..","20.0","..","19.0","..","18.0","..","18.0","..","16.0","..","16.0",".."
"95","Jordan","7.5","..","8.0","..","5.9","..","5.4","..","5.2","..","5.2","..","5.5","..","5.8","..","5.6",".."
"58","Kazakhstan","166.0","..","186.0","..","145.0","..","134.0","..","121.0","..","107.0","..","93.0","..","79.0","..","67.0",".."
"142","Kenya","451.0","..","630.0","..","531.0","..","506.0","..","471.0","..","443.0","..","423.0","..","380.0","..","348.0",".."
"134","Kiribati","373.0","..","449.0","..","348.0","..","410.0","..","406.0","..","469.0","..","469.0","..","552.0","..","566.0",".."
"n.a","Korea (Democratic People's Rep. of)","513.0","..","513.0","..","513.0","..","513.0","..","513.0","..","513.0","..","513.0","..","513.0","..","513.0",".."
"22","Korea (Republic of)","49.0","..","94.0","..","95.0","..","99.0","..","94.0","..","89.0","..","85.0","..","79.0","..","77.0",".."
"56","Kuwait","29.0","..","26.0","..","37.0","..","24.0","..","25.0","..","22.0","..","22.0","..","22.0","..","24.0",".."
"122","Kyrgyzstan","244.0","..","210.0","..","145.0","..","141.0","..","140.0","..","141.0","..","142.0","..","144.0","..","145.0",".."
"139","Lao People's Democratic Republic","330.0","..","270.0","..","221.0","..","213.0","..","204.0","..","197.0","..","189.0","..","182.0","..","175.0",".."
"41","Latvia","122.0","..","75.0","..","51.0","..","50.0","..","50.0","..","50.0","..","49.0","..","40.0","..","37.0",".."
"80","Lebanon","20.0","..","11.0","..","14.0","..","12.0","..","15.0","..","15.0","..","14.0","..","13.0","..","12.0",".."
"159","Lesotho","992.0","..","1280.0","..","1120.0","..","1050.0","..","985.0","..","916.0","..","852.0","..","788.0","..","724.0",".."
"181","Liberia","240.0","..","267.0","..","293.0","..","299.0","..","304.0","..","308.0","..","308.0","..","308.0","..","308.0",".."
"108","Libya","40.0","..","40.0","..","40.0","..","40.0","..","40.0","..","40.0","..","40.0","..","40.0","..","40.0",".."
"35","Lithuania","102.0","..","86.0","..","73.0","..","70.0","..","68.0","..","65.0","..","62.0","..","55.0","..","53.0",".."
"21","Luxembourg","12.0","..","9.3","..","6.6","..","5.5","..","9.7","..","8.0","..","5.0","..","6.1","..","5.8",".."
"161","Madagascar","293.0","..","262.0","..","241.0","..","238.0","..","236.0","..","233.0","..","235.0","..","236.0","..","237.0",".."
"171","Malawi","392.0","..","397.0","..","332.0","..","312.0","..","294.0","..","261.0","..","227.0","..","193.0","..","159.0",".."
"57","Malaysia","75.0","..","69.0","..","76.0","..","80.0","..","86.0","..","91.0","..","92.0","..","88.0","..","92.0",".."
"101","Maldives","59.0","..","48.0","..","33.0","..","29.0","..","36.0","..","36.0","..","39.0","..","46.0","..","49.0",".."
"182","Mali","77.0","..","69.0","..","63.0","..","62.0","..","61.0","..","60.0","..","58.0","..","57.0","..","56.0",".."
"29","Malta","4.6","..","6.2","..","8.0","..","8.2","..","11.0","..","14.0","..","12.0","..","8.6","..","13.0",".."
"106","Marshall Islands","81.0","..","267.0","..","460.0","..","331.0","..","344.0","..","353.0","..","336.0","..","326.0","..","422.0",".."
"159","Mauritania","250.0","..","181.0","..","135.0","..","128.0","..","121.0","..","115.0","..","111.0","..","107.0","..","102.0",".."
"65","Mauritius","24.0","..","23.0","..","22.0","..","21.0","..","21.0","..","21.0","..","22.0","..","22.0","..","22.0",".."
"74","Mexico","23.0","..","21.0","..","21.0","..","21.0","..","21.0","..","21.0","..","21.0","..","21.0","..","22.0",".."
"131","Micronesia (Federated States of)","106.0","..","115.0","..","198.0","..","179.0","..","174.0","..","181.0","..","226.0","..","124.0","..","177.0",".."
"112","Moldova (Republic of)","80.0","..","142.0","..","116.0","..","119.0","..","124.0","..","127.0","..","115.0","..","102.0","..","101.0",".."
"n.a","Monaco","0.0","..","1.5","..","3.1","..","2.4","..","1.5","..","0.6","..","0.0","..","0.0","..","0.0",".."
"92","Mongolia","162.0","..","228.0","..","205.0","..","191.0","..","183.0","..","189.0","..","192.0","..","197.0","..","183.0",".."
"50","Montenegro","..","..","29.0","..","20.0","..","20.0","..","18.0","..","22.0","..","21.0","..","15.0","..","16.0",".."
"123","Morocco","115.0","..","99.0","..","101.0","..","100.0","..","99.0","..","99.0","..","101.0","..","101.0","..","103.0",".."
"180","Mozambique","513.0","..","523.0","..","545.0","..","548.0","..","551.0","..","551.0","..","551.0","..","551.0","..","551.0",".."
"148","Myanmar","411.0","..","403.0","..","384.0","..","380.0","..","376.0","..","373.0","..","369.0","..","365.0","..","361.0",".."
"129","Namibia","711.0","..","918.0","..","649.0","..","610.0","..","552.0","..","518.0","..","480.0","..","495.0","..","446.0",".."
"n.a","Nauru","46.0","..","125.0","..","34.0","..","57.0","..","67.0","..","78.0","..","90.0","..","113.0","..","112.0",".."
"149","Nepal","163.0","..","163.0","..","163.0","..","162.0","..","161.0","..","159.0","..","158.0","..","156.0","..","154.0",".."
"10","Netherlands","9.0","..","7.9","..","7.1","..","6.7","..","6.3","..","5.7","..","5.5","..","5.8","..","5.9",".."
"16","New Zealand","10.0","..","9.2","..","7.9","..","7.9","..","7.5","..","6.9","..","7.5","..","7.3","..","7.3",".."
"124","Nicaragua","60.0","..","44.0","..","53.0","..","58.0","..","59.0","..","58.0","..","55.0","..","51.0","..","48.0",".."
"189","Niger","191.0","..","143.0","..","113.0","..","109.0","..","105.0","..","102.0","..","98.0","..","95.0","..","93.0",".."
"157","Nigeria","219.0","..","219.0","..","219.0","..","219.0","..","219.0","..","219.0","..","219.0","..","219.0","..","219.0",".."
"1","Norway","5.6","..","6.9","..","6.9","..","7.4","..","7.9","..","8.2","..","6.8","..","6.3","..","6.1",".."
"48","Oman","16.0","..","12.0","..","12.0","..","12.0","..","13.0","..","10.0","..","10.0","..","9.0","..","9.0",".."
"150","Pakistan","275.0","..","276.0","..","276.0","..","276.0","..","276.0","..","275.0","..","270.0","..","270.0","..","268.0",".."
"60","Palau","65.0","..","58.0","..","107.0","..","67.0","..","22.0","..","44.0","..","76.0","..","76.0","..","123.0",".."
"119","Palestine, State of","3.2","..","1.0","..","0.9","..","1.0","..","0.9","..","1.1","..","1.2","..","1.1","..","1.0",".."
"66","Panama","48.0","..","61.0","..","53.0","..","55.0","..","50.0","..","47.0","..","47.0","..","52.0","..","55.0",".."
"153","Papua New Guinea","432.0","..","432.0","..","432.0","..","432.0","..","432.0","..","432.0","..","432.0","..","432.0","..","432.0",".."
"110","Paraguay","42.0","..","43.0","..","42.0","..","43.0","..","44.0","..","40.0","..","39.0","..","41.0","..","42.0",".."
"89","Peru","186.0","..","153.0","..","132.0","..","131.0","..","123.0","..","122.0","..","121.0","..","119.0","..","117.0",".."
"113","Philippines","590.0","..","539.0","..","531.0","..","535.0","..","539.0","..","543.0","..","546.0","..","550.0","..","554.0",".."
"33","Poland","33.0","..","25.0","..","21.0","..","24.0","..","21.0","..","21.0","..","20.0","..","19.0","..","18.0",".."
"41","Portugal","47.0","..","36.0","..","28.0","..","27.0","..","27.0","..","26.0","..","24.0","..","23.0","..","20.0",".."
"37","Qatar","54.0","..","43.0","..","37.0","..","33.0","..","40.0","..","30.0","..","23.0","..","25.0","..","23.0",".."
"52","Romania","143.0","..","140.0","..","105.0","..","97.0","..","92.0","..","89.0","..","86.0","..","82.0","..","74.0",".."
"49","Russian Federation","95.0","..","87.0","..","86.0","..","81.0","..","76.0","..","73.0","..","70.0","..","68.0","..","66.0",".."
"158","Rwanda","98.0","..","101.0","..","88.0","..","82.0","..","76.0","..","69.0","..","63.0","..","56.0","..","50.0",".."
"72","Saint Kitts and Nevis","0.0","..","0.0","..","4.5","..","2.2","..","4.4","..","0.0","..","15.0","..","5.4","..","0.0",".."
"90","Saint Lucia","6.6","..","9.8","..","6.0","..","4.6","..","7.2","..","5.9","..","3.9","..","9.1","..","1.9",".."
"99","Saint Vincent and the Grenadines","17.0","..","7.4","..","16.0","..","18.0","..","32.0","..","3.2","..","5.3","..","7.4","..","6.3",".."
"104","Samoa","28.0","..","15.0","..","8.6","..","12.0","..","13.0","..","13.0","..","14.0","..","11.0","..","7.7",".."
"n.a","San Marino","4.2","..","0.0","..","0.0","..","0.0","..","0.0","..","0.0","..","0.0","..","0.0","..","0.0",".."
"143","Sao Tome and Principe","114.0","..","105.0","..","96.0","..","94.0","..","93.0","..","91.0","..","97.0","..","97.0","..","99.0",".."
"39","Saudi Arabia","19.0","..","17.0","..","19.0","..","16.0","..","15.0","..","13.0","..","12.0","..","12.0","..","10.0",".."
"164","Senegal","155.0","..","141.0","..","136.0","..","136.0","..","136.0","..","136.0","..","138.0","..","139.0","..","140.0",".."
"67","Serbia","..","..","40.0","..","30.0","..","28.0","..","24.0","..","27.0","..","24.0","..","21.0","..","19.0",".."
"62","Seychelles","28.0","..","18.0","..","21.0","..","26.0","..","25.0","..","30.0","..","16.0","..","9.8","..","15.0",".."
"184","Sierra Leone","305.0","..","316.0","..","317.0","..","316.0","..","314.0","..","313.0","..","310.0","..","307.0","..","304.0",".."
"9","Singapore","51.0","..","35.0","..","35.0","..","36.0","..","50.0","..","46.0","..","46.0","..","45.0","..","51.0",".."
"38","Slovakia","22.0","..","15.0","..","8.7","..","8.0","..","6.8","..","8.4","..","6.8","..","6.5","..","5.9",".."
"25","Slovenia","21.0","..","15.0","..","9.5","..","10.0","..","7.5","..","7.7","..","7.9","..","7.2","..","6.5",".."
"152","Solomon Islands","91.0","..","106.0","..","80.0","..","92.0","..","82.0","..","80.0","..","75.0","..","89.0","..","84.0",".."
"n.a","Somalia","285.0","..","285.0","..","286.0","..","286.0","..","286.0","..","285.0","..","274.0","..","274.0","..","270.0",".."
"113","South Africa","585.0","..","932.0","..","948.0","..","922.0","..","892.0","..","860.0","..","834.0","..","807.0","..","781.0",".."
"187","South Sudan","..","..","..","..","..","..","146.0","..","146.0","..","146.0","..","146.0","..","146.0","..","146.0",".."
"26","Spain","22.0","..","19.0","..","17.0","..","16.0","..","14.0","..","13.0","..","12.0","..","10.0","..","10.0",".."
"76","Sri Lanka","66.0","..","66.0","..","66.0","..","66.0","..","66.0","..","66.0","..","65.0","..","65.0","..","65.0",".."
"167","Sudan","128.0","..","117.0","..","107.0","..","105.0","..","103.0","..","100.0","..","94.0","..","88.0","..","82.0",".."
"100","Suriname","24.0","..","29.0","..","46.0","..","29.0","..","30.0","..","32.0","..","33.0","..","33.0","..","26.0",".."
"7","Sweden","5.4","..","6.9","..","7.5","..","6.5","..","7.1","..","7.3","..","7.5","..","9.2","..","8.2",".."
"2","Switzerland","9.3","..","8.0","..","7.5","..","7.6","..","6.0","..","6.6","..","5.9","..","7.3","..","7.8",".."
"155","Syrian Arab Republic","39.0","..","29.0","..","22.0","..","22.0","..","18.0","..","17.0","..","23.0","..","19.0","..","21.0",".."
"127","Tajikistan","219.0","..","196.0","..","128.0","..","117.0","..","108.0","..","100.0","..","91.0","..","86.0","..","85.0",".."
"154","Tanzania (United Republic of)","503.0","..","510.0","..","426.0","..","401.0","..","378.0","..","336.0","..","327.0","..","306.0","..","287.0",".."
"83","Thailand","241.0","..","224.0","..","181.0","..","176.0","..","172.0","..","170.0","..","171.0","..","172.0","..","172.0",".."
"80","The former Yugoslav Republic of Macedonia","39.0","..","36.0","..","23.0","..","20.0","..","21.0","..","19.0","..","17.0","..","17.0","..","16.0",".."
"132","Timor-Leste","..","..","498.0","..","498.0","..","498.0","..","498.0","..","498.0","..","498.0","..","498.0","..","498.0",".."
"165","Togo","52.0","..","71.0","..","76.0","..","73.0","..","69.0","..","64.0","..","58.0","..","52.0","..","46.0",".."
"98","Tonga","28.0","..","20.0","..","12.0","..","9.9","..","12.0","..","11.0","..","14.0","..","15.0","..","8.6",".."
"69","Trinidad and Tobago","18.0","..","15.0","..","19.0","..","19.0","..","23.0","..","21.0","..","21.0","..","17.0","..","18.0",".."
"95","Tunisia","26.0","..","26.0","..","28.0","..","35.0","..","37.0","..","34.0","..","35.0","..","38.0","..","38.0",".."
"64","Turkey","33.0","..","33.0","..","25.0","..","24.0","..","22.0","..","20.0","..","20.0","..","18.0","..","18.0",".."
"108","Turkmenistan","112.0","..","84.0","..","79.0","..","66.0","..","70.0","..","71.0","..","59.0","..","68.0","..","60.0",".."
"n.a","Tuvalu","195.0","..","138.0","..","153.0","..","130.0","..","204.0","..","191.0","..","158.0","..","209.0","..","207.0",".."
"162","Uganda","276.0","..","233.0","..","210.0","..","207.0","..","205.0","..","203.0","..","202.0","..","202.0","..","201.0",".."
"88","Ukraine","114.0","..","127.0","..","110.0","..","105.0","..","101.0","..","96.0","..","94.0","..","91.0","..","87.0",".."
"34","United Arab Emirates","4.2","..","2.6","..","1.8","..","1.4","..","1.0","..","1.0","..","0.8","..","0.8","..","0.8",".."
"14","United Kingdom","12.0","..","15.0","..","14.0","..","15.0","..","14.0","..","13.0","..","11.0","..","10.0","..","9.9",".."
"13","United States","6.7","..","5.5","..","4.2","..","3.9","..","3.7","..","3.3","..","3.2","..","3.3","..","3.1",".."
"55","Uruguay","22.0","..","22.0","..","24.0","..","28.0","..","27.0","..","30.0","..","29.0","..","30.0","..","29.0",".."
"105","Uzbekistan","99.0","..","120.0","..","97.0","..","93.0","..","89.0","..","86.0","..","82.0","..","79.0","..","76.0",".."
"138","Vanuatu","110.0","..","83.0","..","69.0","..","67.0","..","65.0","..","62.0","..","63.0","..","63.0","..","56.0",".."
"78","Venezuela (Bolivarian Republic of)","33.0","..","32.0","..","28.0","..","27.0","..","27.0","..","27.0","..","26.0","..","29.0","..","32.0",".."
"116","Viet Nam","197.0","..","176.0","..","155.0","..","151.0","..","147.0","..","144.0","..","140.0","..","137.0","..","133.0",".."
"178","Yemen","116.0","..","80.0","..","52.0","..","50.0","..","48.0","..","48.0","..","48.0","..","48.0","..","48.0",".."
"144","Zambia","759.0","..","602.0","..","495.0","..","475.0","..","456.0","..","437.0","..","406.0","..","391.0","..","376.0",".."
"156","Zimbabwe","605.0","..","588.0","..","416.0","..","384.0","..","355.0","..","304.0","..","278.0","..","242.0","..","208.0",".."
"17","Liechtenstein","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
""
"Last updated: January 30, 2019"
